Record ID,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count,Hour of the day
3264,1/3/2023 6:20,4,Tagore Town,25.4675,81.8867,92,28.13,120,63,4,53,Fog,Tuesday,0,,2.04,54,13,8,17,6
7287,1/6/2023 1:20,7,Phaphamau,25.4945,81.8686,56,37.25,120,53,4,63,Light Rain,Friday,0,,0.92,33,3,5,15,1
9703,1/7/2023 17:40,3,Chowk,25.4314,81.8437,213,26.3,120,73,5,42,Clear,Saturday,0,,4.32,129,18,28,38,17
588,1/1/2023 9:40,8,Jhunsi,25.4326,81.9061,76,33.67,120,56,5,59,Light Rain,,1,,1.28,48,5,6,17,9
7269,1/6/2023 1:00,9,MNNIT Gate,25.492,81.8639,29,34.12,120,56,4,60,Heavy Rain,Friday,0,,0.66,16,4,3,6,1
5225,1/4/2023 15:00,5,Naini Bridge,25.4088,81.8592,54,42.09,120,62,6,52,Clear,Wednesday,0,,1.95,35,7,3,9,15
6818,1/5/2023 17:30,8,Jhunsi,25.4326,81.9061,102,33.91,120,61,4,55,Heatwave,Thursday,1,,2.85,56,20,14,12,17
10009,1/7/2023 22:40,9,MNNIT Gate,25.492,81.8639,93,32.19,120,66,5,49,Light Rain,Saturday,0,,1.59,52,5,10,26,22
2574,1/2/2023 18:50,4,Tagore Town,25.4675,81.8867,137,29.81,120,67,4,49,Cold Wave,Monday,0,,3.03,75,20,11,31,18
211,1/1/2023 3:30,1,Civil Lines,25.4486,81.8333,68,38.4,120,66,4,50,Clear,Sunday,1,New Year Celebration,1.64,37,11,7,13,3
7415,1/6/2023 3:30,5,Naini Bridge,25.4088,81.8592,83,33.1,120,59,4,57,Cold Wave,Friday,0,,1.41,46,5,8,24,3
4474,1/4/2023 2:30,4,Tagore Town,25.4675,81.8867,100,38.38,120,54,3,63,Clear,Wednesday,0,,1.91,59,10,8,23,2
850,1/1/2023 14:00,10,Minto Park,25.4352,81.882,46,47.24,120,60,6,54,Clear,Sunday,1,,0.88,33,6,1,6,14
8200,1/6/2023 16:30,10,Minto Park,25.4352,81.882,88,32.58,120,64,4,52,Clear,Friday,0,,1.81,59,11,6,12,16
1971,1/2/2023 8:50,1,Civil Lines,25.4486,81.8333,219,22.35,120,76,3,41,Clear,Monday,0,,3.84,139,18,15,47,8
9429,1/7/2023 13:00,9,MNNIT Gate,25.492,81.8639,79,37.16,120,64,5,51,Clear,Saturday,0,,1.61,59,9,7,19,13
6265,1/5/2023 8:20,5,Naini Bridge,25.4088,81.8592,109,34.26,120,60,5,55,Clear,Thursday,1,,2.43,68,17,7,17,8
6611,1/5/2023 14:10,1,Civil Lines,25.4486,81.8333,56,38.4,120,62,5,53,Cold Wave,Thursday,1,,1.95,34,6,6,10,14
468,1/1/2023 7:40,8,Jhunsi,25.4326,81.9061,70,37.63,120,58,6,56,Clear,Sunday,1,,1.04,42,3,5,20,7
5502,1/4/2023 19:40,2,Katra,25.455,81.8463,270,25.1,120,81,7,32,Clear,Wednesday,0,,6.05,165,39,23,43,19
5347,1/4/2023 17:00,7,Phaphamau,25.4945,81.8686,145,32.26,120,59,4,57,Clear,Wednesday,0,,3.56,84,24,15,22,17
10020,1/7/2023 22:50,10,Minto Park,25.4352,81.882,100,33.95,120,59,5,56,Clear,Saturday,0,,1.96,61,10,9,20,22
74,1/1/2023 1:10,4,Tagore Town,25.4675,81.8867,52,42.45,120,59,3,58,Clear,Sunday,1,,0.77,31,2,4,15,1
4180,1/3/2023 21:30,10,Minto Park,25.4352,81.882,128,32.69,120,57,5,58,Clear,Tuesday,0,,2.64,58,14,14,42,21
6720,1/5/2023 15:50,10,Minto Park,25.4352,81.882,56,35.32,120,69,5,46,Heatwave,Thursday,1,,1.11,40,5,10,5,15
1736,1/2/2023 4:50,6,Allahabad Junction,25.4358,81.8307,123,32,120,60,5,55,Clear,Monday,0,,2.19,73,11,8,31,4
8719,1/7/2023 1:10,9,MNNIT Gate,25.492,81.8639,84,37.06,120,58,5,57,Clear,Saturday,0,,1.65,56,8,8,12,1
5374,1/4/2023 17:30,4,Tagore Town,25.4675,81.8867,263,23.02,120,81,5,34,Clear,Wednesday,0,,5.14,154,21,32,56,17
5829,1/5/2023 1:00,9,MNNIT Gate,25.492,81.8592,76,40,120,69,4,47,Clear,Thursday,1,,1.35,52,4,9,19,1
7759,1/6/2023 9:10,9,MNNIT Gate,25.492,81.8639,167,28.11,120,89,6,25,Clear,Friday,0,,2.97,116,13,13,25,9
10016,1/7/2023 22:50,6,Allahabad Junction,25.4358,81.8307,63,42.05,120,55,4,61,Clear,Saturday,0,,1.1,40,4,6,13,22
3134,1/3/2023 4:10,4,Tagore Town,25.4675,81.8867,92,32.05,120,48,4,68,Clear,Tuesday,0,,1.86,56,9,10,17,4
5775,1/5/2023 0:10,5,Naini Bridge,25.4088,81.8592,73,35.28,120,64,4,52,Light Rain,Thursday,1,,1.59,42,7,11,13,0
4415,1/4/2023 1:30,5,Naini Bridge,25.4088,81.8592,49,35.36,120,67,3,50,Fog,Wednesday,0,,0.8,23,3,4,19,1
6504,1/5/2023 12:20,4,Tagore Town,25.4675,81.8867,82,38.28,120,65,3,52,Clear,Thursday,1,,1.73,56,10,7,9,12
192,1/1/2023 3:10,2,Katra,25.455,81.8463,33,35.24,120,53,5,62,Heavy Rain,Sunday,1,New Year Celebration,0.66,18,1,7,7,3
4738,1/4/2023 6:50,8,Jhunsi,25.4326,81.9061,120,28.53,120,53,5,62,Heatwave,Wednesday,0,,2.56,74,13,14,19,6
7740,1/6/2023 8:50,10,Minto Park,25.4352,81.882,200,26.14,120,85,5,30,Cold Wave,Friday,0,,3.59,125,15,18,42,8
87,1/1/2023 1:20,7,Phaphamau,25.4945,81.8686,24,51.45,120,61,5,54,Clear,Sunday,1,,0.44,16,2,2,4,1
6152,1/5/2023 6:30,2,Katra,25.455,81.8463,66,28.75,120,59,4,57,Heavy Rain,Thursday,1,,1.51,33,10,6,17,6
5046,1/4/2023 12:00,6,Allahabad Junction,25.4358,81.8307,60,43.75,120,57,4,59,Clear,Wednesday,0,,1.3,35,5,10,10,12
10028,1/7/2023 23:00,8,Jhunsi,25.4326,81.9061,106,35.13,120,63,5,52,Clear,Saturday,0,,2.42,63,16,9,18,23
3127,1/3/2023 4:00,7,Phaphamau,25.4945,81.8686,101,36.44,120,48,5,67,Clear,Tuesday,0,,1.92,65,11,6,19,4
3905,1/3/2023 17:00,5,Naini Bridge,25.4088,81.8592,206,25.92,120,79,3,38,Clear,,0,,3.68,111,13,23,59,17
203,1/1/2023 3:20,3,Chowk,25.4314,81.8437,85,35.67,120,59,6,55,Clear,Sunday,1,,1.6,52,6,10,17,3
2484,1/2/2023 17:20,4,Tagore Town,25.4675,81.8867,145,31.02,120,57,3,60,Clear,Monday,0,,2.7,89,13,12,31,17
8031,1/6/2023 13:50,1,Civil Lines,25.4486,81.8333,126,29.57,120,58,4,58,Cold Wave,Friday,0,,2.9,80,19,11,16,13
8825,1/7/2023 3:00,5,Naini Bridge,25.4088,81.8592,42,42.55,120,66,5,49,Clear,Saturday,0,,1.01,25,5,7,5,3
4949,1/4/2023 10:20,9,MNNIT Gate,25.492,81.8639,181,25.77,120,86,5,29,Clear,Wednesday,0,,3.72,103,10,21,39,10
4010,1/3/2023 18:40,10,Minto Park,25.4352,81.882,200,24.16,120,78,6,36,Clear,Tuesday,0,,3.75,120,15,22,43,18
2139,1/2/2023 11:30,9,MNNIT Gate,25.492,81.8639,79,38.09,120,56,3,61,Cold Wave,Monday,0,,1.73,43,9,10,17,11
4210,1/3/2023 22:00,10,Minto Park,25.4352,81.882,40,49.6,120,45,5,70,Clear,Tuesday,0,,0.88,23,4,6,7,22
9241,1/7/2023 10:00,1,Civil Lines,25.4486,81.8333,146,31.38,120,58,3,59,Clear,Saturday,0,,3,90,18,11,27,10
7980,1/6/2023 12:50,10,Minto Park,25.4352,81.882,112,32.55,120,60,4,56,Clear,Friday,0,,2.34,73,10,15,14,12
5261,1/4/2023 15:40,1,Civil Lines,25.4486,81.8333,74,38.65,120,62,6,52,Clear,Wednesday,0,,1.42,52,9,3,10,15
1822,1/2/2023 6:20,2,Katra,25.455,81.8463,74,37.29,120,75,4,41,Clear,Monday,0,,1.68,49,11,6,8,6
4432,1/4/2023 1:50,2,Katra,25.455,81.8463,106,29.71,120,61,4,55,Clear,Wednesday,0,,1.91,75,10,6,15,1
9660,1/7/2023 16:50,10,Minto Park,25.4352,81.882,60,38.39,120,55,5,60,Clear,Saturday,0,,1,45,2,7,6,16
8814,1/7/2023 2:50,4,Tagore Town,25.4675,81.8867,94,24.05,120,63,4,53,Heavy Rain,Saturday,0,,2.12,53,12,11,18,2
76,1/1/2023 1:10,6,Allahabad Junction,25.4358,81.8307,47,47.53,120,62,4,54,Clear,Sunday,1,,0.99,32,7,2,6,1
1660,1/2/2023 3:30,10,Minto Park,25.4352,81.882,68,38.99,120,68,3,49,Clear,Monday,0,,1.31,43,4,10,11,3
7217,1/6/2023 0:10,7,Phaphamau,25.4945,81.8686,39,47.44,120,63,5,52,Clear,Friday,0,,0.92,22,4,7,6,0
2847,1/2/2023 23:20,7,Phaphamau,25.4945,81.8686,127,28.23,120,63,5,52,Light Rain,Monday,0,,2.69,72,13,16,26,23
2509,1/2/2023 17:40,9,MNNIT Gate,25.492,81.8639,228,26.14,120,88,5,27,Clear,Monday,0,,4.44,143,20,24,41,17
2427,1/2/2023 16:20,7,Phaphamau,25.4945,81.8686,38,36.22,120,60,4,56,Fog,Monday,0,,0.67,25,1,6,6,16
3947,1/3/2023 17:40,7,Phaphamau,25.4945,81.8686,209,20.55,120,76,3,41,Fog,Tuesday,0,,4.54,115,26,22,46,17
2927,1/3/2023 0:40,7,Phaphamau,25.4945,81.8686,102,35.44,120,56,5,59,Clear,Tuesday,0,,1.48,68,5,5,24,0
3165,1/3/2023 4:40,5,Naini Bridge,25.4088,81.8592,151,35.15,120,89,6,25,Clear,Tuesday,0,,2.94,100,18,8,25,4
1022,1/1/2023 17:00,2,Katra,25.455,81.8463,134,32.3,120,63,4,53,Clear,Sunday,1,New Year Celebration,2.58,80,11,15,28,17
9867,1/7/2023 20:20,7,Phaphamau,25.4945,81.8686,59,32.29,120,65,5,50,Fog,Saturday,0,,1.2,38,6,6,9,20
684,1/1/2023 11:20,4,Tagore Town,25.4675,81.8867,43,33.65,120,57,6,57,Heavy Rain,Sunday,1,,0.92,26,6,3,8,11
5962,1/5/2023 3:20,2,Katra,25.455,81.8463,27,39.86,120,55,4,61,Fog,Thursday,1,,1.95,14,4,5,4,3
4904,1/4/2023 9:40,4,Tagore Town,25.4675,81.8867,139,28.69,120,49,5,66,Clear,Wednesday,0,,3.44,69,21,19,30,9
9087,1/7/2023 7:20,7,Phaphamau,25.4945,81.8686,163,30.41,120,76,4,40,Clear,Saturday,0,,3.26,107,18,13,25,7
9075,1/7/2023 7:10,5,Naini Bridge,25.4088,81.8592,211,26.86,120,79,5,36,Clear,Saturday,0,,4.02,123,19,20,49,7
4448,1/4/2023 2:00,8,Jhunsi,25.4326,81.9061,104,27.3,120,58,5,57,Fog,Wednesday,0,,2.3,52,13,12,27,2
368,1/1/2023 6:00,8,Jhunsi,25.4326,81.9061,40,43.6,120,66,5,49,Clear,Sunday,1,,0.84,22,4,5,9,6
9653,1/7/2023 16:50,3,Chowk,25.4314,81.8437,50,43.39,120,75,6,39,Clear,Saturday,0,,1.21,22,4,12,12,16
2673,1/2/2023 20:30,3,Chowk,25.4314,81.8437,209,26.19,120,76,6,38,Clear,Monday,0,,4.56,117,23,27,42,20
7420,1/6/2023 3:30,10,Minto Park,25.4352,81.882,110,30.92,120,45,5,70,Cold Wave,Friday,0,,2.34,59,14,10,27,3
4048,1/3/2023 19:20,8,Jhunsi,25.4326,81.9061,161,29.96,120,76,3,41,Clear,Tuesday,0,,2.84,102,11,15,33,19
1338,1/1/2023 22:10,8,Jhunsi,25.4326,81.9061,20,44.99,120,59,5,56,Light Rain,Sunday,1,,0.34,13,1,2,4,22
4504,1/4/2023 3:00,4,Tagore Town,25.4675,81.8867,73,37.05,120,62,5,53,Heatwave,Wednesday,0,,1.57,42,13,1,17,3
1415,1/1/2023 23:30,5,Naini Bridge,25.4088,81.8592,49,42.72,120,61,5,54,Clear,Sunday,1,,1.04,30,5,6,8,23
9807,1/7/2023 19:20,7,Phaphamau,25.4945,81.8686,236,25.21,120,77,4,39,Clear,Saturday,0,,5.39,132,33,25,46,19
9832,1/7/2023 19:50,2,Katra,25.455,81.8463,168,28.81,120,80,4,36,Clear,Saturday,0,,3.08,110,14,14,30,19
2244,1/2/2023 13:20,4,Tagore Town,25.4675,81.8867,128,29.89,120,52,4,64,Clear,Monday,0,,2.52,82,15,8,23,13
227,1/1/2023 3:40,7,Phaphamau,25.4945,81.8686,50,41.15,120,60,4,56,Clear,Sunday,1,,1.03,31,6,10,9,3
6739,1/5/2023 16:10,9,MNNIT Gate,25.492,81.8639,63,40.93,120,58,3,59,Clear,Thursday,1,,1.32,30,7,7,19,16
1489,1/2/2023 0:40,9,MNNIT Gate,25.492,81.8639,76,35.34,120,59,5,56,Cold Wave,Monday,0,,1.38,44,6,7,19,0
6568,1/5/2023 13:20,8,Jhunsi,25.4326,81.9061,49,46.25,120,55,3,62,Clear,Thursday,1,,0.96,23,6,3,17,13
3677,1/3/2023 13:10,7,Phaphamau,25.4945,81.8686,90,34.85,120,67,4,49,Clear,Tuesday,0,,1.84,50,11,7,22,13
6054,1/5/2023 4:50,4,Tagore Town,25.4675,81.8867,62,39.49,120,54,4,62,Clear,Thursday,1,,0.95,35,4,3,20,4
6158,1/5/2023 6:30,8,Jhunsi,25.4326,81.8592,42,31.42,120,56,6,58,Heavy Rain,Thursday,1,,0.82,28,4,4,6,6
9688,1/7/2023 17:20,8,Jhunsi,25.4326,81.9061,122,32.22,120,55,5,60,Clear,Saturday,0,,2.45,68,12,13,29,17
9238,1/7/2023 9:50,8,Jhunsi,25.4326,81.9061,159,24.39,120,79,5,36,Fog,Saturday,0,,3.59,94,22,16,27,9
53,1/1/2023 0:50,3,Chowk,25.4314,81.8437,35,46.16,120,55,5,60,Clear,Sunday,1,,0.62,22,2,4,7,0
1902,1/4/2023 12:00,2,Katra,25.455,81.8463,175,26.52,120,80,2,38,Clear,Monday,0,,3.29,110,17,13,35,12
742,1/1/2023 7:10,5,Naini Bridge,25.4088,81.8592,102,37.23,120,59,4,57,Clear,Sunday,1,,2.04,58,8,14,22,7
7307,1/6/2023 1:40,7,Phaphamau,25.4945,81.8686,93,34.45,120,69,6,45,Clear,Friday,0,,1.74,53,6,12,22,1
8087,1/6/2023 14:40,6,Phaphamau,25.4945,81.8686,35,35.19,120,57,3,60,Fog,Friday,0,,0.74,25,3,5,2,14
1933,1/2/2023 8:10,3,Chowk,25.4314,81.8437,191,24.97,120,73,6,41,Clear,Monday,0,,4.36,103,20,31,37,8
9629,1/7/2023 16:20,9,MNNIT Gate,25.492,81.8639,48,46.37,120,51,4,65,Clear,Saturday,0,,1.13,28,6,7,7,16
1846,1/2/2023 6:40,6,Allahabad Junction,25.4358,81.8307,106,33.47,120,58,4,58,Clear,Monday,0,,2.12,57,8,15,26,6
9272,1/7/2023 10:30,2,Katra,25.455,81.8463,118,31.62,120,64,5,51,Clear,Saturday,0,,2.22,66,11,10,31,10
8651,1/7/2023 0:10,1,Civil Lines,25.4486,81.8333,11,57.61,120,56,5,59,Clear,Saturday,0,,0.21,6,1,1,3,0
2979,1/3/2023 1:30,9,MNNIT Gate,25.492,81.8639,88,36.37,120,60,4,56,Clear,Tuesday,0,,1.76,53,8,10,17,1
10033,1/7/2023 23:10,3,Chowk,25.4314,81.8437,138,28.01,120,40,6,74,Clear,Saturday,0,,2.5,91,12,10,25,23
1555,1/2/2023 1:50,5,Naini Bridge,25.4088,81.8592,78,38.23,120,67,4,49,Clear,Monday,0,,1.29,54,4,7,13,1
8133,1/6/2023 15:30,3,Chowk,25.4314,81.8437,105,34.22,120,57,3,60,Clear,Friday,0,Local Market Fair,2.22,53,13,10,29,15
6961,1/5/2023 20:00,1,Civil Lines,25.4486,81.8333,113,31.23,120,67,4,49,Heatwave,Thursday,1,,1.88,72,7,9,25,20
6385,1/5/2023 10:20,5,Naini Bridge,25.4088,81.8592,123,34.72,120,56,5,59,Clear,Thursday,1,,3.12,66,22,13,22,10
2322,1/2/2023 14:40,2,Katra,25.455,81.8463,75,37.94,120,49,3,68,Heatwave,Monday,0,,1.55,44,8,8,15,14
7140,1/5/2023 22:50,10,Minto Park,25.4352,81.882,96,36.86,120,59,4,57,Clear,Thursday,1,,1.46,64,3,9,20,22
7798,1/6/2023 9:50,8,Jhunsi,25.4326,81.9061,232,25.65,120,86,7,27,Clear,Friday,0,,4.68,141,20,29,42,9
2612,1/2/2023 19:30,2,Katra,25.455,81.8463,141,27.65,120,58,4,58,Light Rain,Monday,0,,2.71,81,12,15,33,19
2240,1/2/2023 13:10,10,Minto Park,25.4352,81.882,94,33.86,120,59,5,56,Clear,Monday,0,,2.09,63,10,13,8,13
6810,1/5/2023 17:20,10,Minto Park,25.4352,81.882,99,24.97,120,67,6,47,Heavy Rain,Thursday,1,,2.38,58,17,8,16,17
6969,1/5/2023 20:00,9,MNNIT Gate,25.492,81.8639,108,33.82,120,56,6,58,Heatwave,Thursday,1,,2.28,69,11,13,15,20
8711,1/7/2023 1:10,1,Civil Lines,25.4486,81.8333,147,13.99,120,70,4,46,Clear,Saturday,0,Accident,3.06,90,20,9,28,1
5969,1/5/2023 3:20,9,MNNIT Gate,25.492,81.8639,50,33.44,120,53,4,63,Fog,Thursday,1,,1.05,24,6,5,15,3
9377,1/7/2023 12:10,7,Phaphamau,25.4945,81.8686,70,36.53,120,62,4,54,Clear,Saturday,0,,1.29,48,7,4,11,12
9922,1/7/2023 21:20,2,Katra,25.455,81.8463,55,39.39,120,64,4,52,Clear,Saturday,0,,0.81,38,2,4,11,21
122,1/1/2023 2:00,2,Katra,25.455,81.8463,89,39.56,120,61,6,53,,Sunday,1,New Year Celebration,1.78,57,8,10,14,2
4990,1/4/2023 11:00,10,Minto Park,25.4352,81.882,87,32.8,120,57,3,60,Light Rain,Wednesday,0,,1.7,58,7,10,12,11
5560,1/4/2023 20:30,10,Minto Park,25.4352,81.882,252,23.17,120,75,4,41,Clear,Wednesday,0,,5.05,150,28,21,53,20
8021,1/6/2023 13:40,1,Civil Lines,25.4486,81.8333,119,31.7,120,63,3,54,Clear,Friday,0,,2.16,75,11,8,25,13
9882,1/7/2023 20:40,2,Katra,25.455,81.8463,195,26.39,120,80,5,35,Clear,Saturday,0,,3.67,120,15,21,39,20
2360,1/2/2023 15:10,10,Minto Park,25.4352,81.882,86,32.96,120,59,3,58,Cold Wave,Monday,0,,1.17,62,3,4,17,15
7666,1/6/2023 7:40,6,Allahabad Junction,25.4358,81.8307,143,28.29,120,60,4,56,Light Rain,Friday,0,,2.76,88,13,14,28,7
5440,1/4/2023 18:30,10,Minto Park,25.4352,81.882,174,23.73,120,78,3,39,Light Rain,Wednesday,0,,3.48,113,18,16,27,18
4659,1/4/2023 5:30,9,MNNIT Gate,25.492,81.8639,120,31.18,120,61,4,55,Heatwave,Wednesday,0,,2.78,63,16,15,26,5
9856,1/7/2023 20:10,6,Allahabad Junction,25.4358,81.8307,89,35.04,120,59,3,58,Clear,Saturday,0,,1.8,47,5,16,21,20
4122,1/3/2023 20:40,2,Katra,25.455,81.8463,306,22.45,120,74,5,41,Clear,Tuesday,0,,5.95,184,24,37,61,20
6264,1/5/2023 8:20,4,Tagore Town,25.4675,81.8867,78,36.18,120,58,5,57,Clear,Thursday,1,,1.48,51,5,10,12,8
7870,1/6/2023 11:00,10,Minto Park,25.4352,81.882,53,41.77,120,53,5,62,Clear,Friday,0,,1.19,33,8,4,8,11
2768,1/2/2023 22:00,8,Jhunsi,25.4326,81.9061,87,31.54,120,53,6,61,Cold Wave,Monday,0,,1.68,51,9,7,20,22
8343,1/6/2023 19:00,3,Chowk,25.4314,81.8437,196,26.36,120,89,4,27,Clear,Friday,0,Local Market Fair,4.06,120,17,27,32,19
6507,1/5/2023 12:20,7,Phaphamau,25.4945,81.8686,70,18.85,120,62,4,54,Clear,Thursday,1,Roadwork,1.46,42,6,10,12,12
6860,1/5/2023 18:10,10,Minto Park,25.4352,81.882,131,34.48,120,53,6,61,Clear,Thursday,1,,2.69,80,16,10,25,18
8498,1/6/2023 21:30,8,Jhunsi,25.4326,81.9061,107,33.87,120,64,6,50,Clear,Friday,0,,2.2,63,10,15,20,21
546,1/1/2023 9:00,6,Allahabad Junction,25.4358,81.8307,137,30.17,120,58,2,60,Clear,Sunday,0,,2.51,77,9,16,35,9
527,1/1/2023 8:40,7,Phaphamau,25.4945,81.8686,116,34.83,120,62,3,55,Clear,Sunday,1,,2.09,70,6,15,25,8
9765,1/7/2023 18:40,5,Naini Bridge,25.4088,81.8592,223,27.13,120,82,4,34,Heatwave,Saturday,0,,4.56,136,27,17,43,18
9184,1/7/2023 9:00,4,Tagore Town,25.4675,81.8867,132,28.96,120,57,6,57,Cold Wave,Saturday,0,,2.66,80,13,14,25,9
6179,1/5/2023 6:50,9,MNNIT Gate,25.492,81.8639,58,41.07,120,67,5,48,Cold Wave,Thursday,1,,1.14,36,6,5,11,6
6376,1/5/2023 10:10,6,Allahabad Junction,25.4358,81.8307,121,25.79,120,64,5,51,Fog,Thursday,1,,2.63,67,18,8,28,10
9482,1/7/2023 14:00,2,Katra,25.455,81.8463,148,30.63,120,64,5,51,Clear,Saturday,0,,3.03,90,17,13,28,14
9579,1/7/2023 15:30,9,MNNIT Gate,25.492,81.8639,77,26.09,120,61,3,56,Heavy Rain,Saturday,0,,1.57,59,8,8,17,15
8894,1/7/2023 4:10,4,Tagore Town,25.4675,81.8867,25,48.93,120,66,5,49,Clear,Saturday,0,,0.51,14,3,2,6,4
4776,1/4/2023 7:30,6,Allahabad Junction,25.4358,81.8307,184,27.49,120,76,4,40,Clear,Wednesday,0,,3.23,119,11,10,35,7
2409,1/2/2023 16:00,9,MNNIT Gate,25.492,81.8639,73,39.46,120,65,6,49,Clear,Monday,0,,1.43,34,8,6,25,16
8327,1/6/2023 18:40,7,Phaphamau,25.4945,81.8686,140,30.29,120,52,6,62,Clear,Friday,0,,3.08,76,16,18,30,18
7280,1/6/2023 1:10,10,Minto Park,25.4352,81.882,107,35.41,120,64,5,51,Clear,Friday,0,,1.68,68,10,7,26,1
10014,1/7/2023 22:50,4,Tagore Town,25.4675,81.8867,77,38.69,120,61,4,51,Clear,Saturday,0,,1.38,51,5,8,13,22
4218,1/3/2023 22:10,8,Jhunsi,25.4326,81.9061,87,36.67,120,61,4,55,Clear,Tuesday,0,,1.73,51,9,8,19,22
9577,1/7/2023 15:30,7,Phaphamau,25.4945,81.8686,60,28.41,120,64,4,52,Heavy Rain,Saturday,0,,1.2,38,6,6,10,15
4922,1/4/2023 10:00,2,Katra,25.455,81.8463,227,25.91,120,84,4,32,Clear,Wednesday,0,,4.36,132,20,23,52,10
9064,1/7/2023 7:00,4,Tagore Town,25.4675,81.8867,156,29.42,120,82,3,35,Clear,Saturday,0,,3.08,95,14,17,30,7
4080,1/3/2023 19:50,10,Minto Park,25.4358,81.882,266,25.5,120,77,6,37,Clear,Tuesday,0,,6.15,149,39,27,51,19
5213,1/4/2023 14:50,3,Chowk,25.4314,81.8437,126,29.83,120,59,5,56,Clear,Wednesday,0,,2.13,81,7,12,26,14
2467,1/2/2023 17:00,7,Phaphamau,25.4945,81.8686,175,28.82,120,80,4,36,Clear,Monday,0,,3.1,116,9,21,29,17
6485,1/5/2023 12:00,5,Naini Bridge,25.4088,81.8592,80,37.7,120,50,3,67,Clear,Thursday,1,,1.51,47,8,6,19,12
7532,1/6/2023 5:30,2,Katra,25.455,81.8463,79,30.17,120,70,3,47,Fog,Friday,0,,1.61,43,11,4,21,5
8501,1/6/2023 21:40,1,Civil Lines,25.4486,81.8333,107,33.47,120,65,4,51,Clear,Friday,0,,2.29,64,14,9,20,21
6497,1/5/2023 12:10,7,Phaphamau,25.4945,81.8686,101,17.12,120,68,3,49,Clear,Thursday,1,Roadwork,1.69,66,7,7,21,12
1452,1/2/2023 0:10,2,Katra,25.455,81.8463,122,31.89,120,54,4,62,Clear,Monday,0,,2.19,78,11,8,25,0
2176,1/2/2023 12:10,6,Allahabad Junction,25.4358,81.8307,51,41.23,120,62,4,54,Cold Wave,Monday,0,,1.09,30,5,7,9,12
4851,1/4/2023 8:50,1,Civil Lines,25.4486,81.8333,213,25.1,120,81,4,35,Clear,Wednesday,0,,3.96,136,18,19,40,8
3945,1/3/2023 17:40,5,Naini Bridge,25.4088,81.8592,132,23.79,120,67,4,49,Fog,Tuesday,0,,2.38,84,8,15,25,17
8255,1/6/2023 17:30,5,Naini Bridge,25.4088,81.8592,285,24.94,120,75,3,42,Clear,Friday,0,,5.8,171,29,30,55,17
1609,1/2/2023 2:40,9,MNNIT Gate,25.492,81.8639,60,42.05,120,58,4,58,Clear,Monday,0,,1.23,33,4,10,13,2
8788,1/7/2023 2:20,8,Jhunsi,25.4326,81.9061,104,34.52,120,53,5,62,Clear,Saturday,0,,1.76,61,6,10,27,2
1983,1/2/2023 9:00,3,Chowk,25.4314,81.8437,151,18.99,120,77,4,39,Heavy Rain,Monday,0,,2.97,91,15,14,31,9
7901,1/6/2023 11:40,1,Civil Lines,25.4486,81.8333,127,30.91,120,66,5,49,Clear,Friday,0,,2.5,74,12,13,28,11
2794,1/2/2023 22:30,4,Tagore Town,25.4675,81.8867,51,40.75,120,55,4,61,Clear,Monday,0,,1.23,30,7,7,7,22
2485,1/2/2023 17:20,5,Naini Bridge,25.4088,81.8592,192,25.13,120,72,4,44,Clear,Monday,0,,3.8,113,20,17,42,17
9466,1/7/2023 13:40,6,Allahabad Junction,25.4358,81.8307,80,37.99,120,60,3,57,Clear,Saturday,0,,2.22,44,16,10,10,13
6897,1/5/2023 18:50,7,Phaphamau,25.4945,81.8592,87,36.43,120,60,5,55,Clear,Thursday,1,,2,46,12,10,19,18
6010,1/5/2023 4:00,10,Minto Park,25.4352,81.882,83,36.32,120,53,6,61,Clear,Thursday,1,,1.82,55,12,6,10,4
8096,1/6/2023 14:50,6,Allahabad Junction,25.4358,81.8307,114,34.81,120,62,3,55,Clear,Friday,0,,2.35,70,12,10,20,14
5044,1/4/2023 12:00,4,Tagore Town,25.4675,81.8867,68,36.99,120,60,5,55,Clear,Wednesday,0,,1.52,40,9,7,12,12
610,1/1/2023 10:00,10,Minto Park,25.4352,81.882,92,31.22,120,61,4,55,Fog,Sunday,1,,1.73,63,8,8,13,10
3491,1/3/2023 10:10,1,Civil Lines,25.4486,81.8333,202,27.05,120,74,4,42,Clear,Tuesday,0,,3.93,110,21,17,54,10
1397,1/1/2023 23:10,7,Phaphamau,25.4945,81.8686,19,49.83,120,65,4,51,Clear,Sunday,1,,0.28,10,1,1,7,23
2466,1/2/2023 17:00,6,Allahabad Junction,25.4358,81.8307,192,27.2,120,77,6,37,Clear,Monday,0,,3.69,120,15,22,35,17
5317,1/4/2023 16:30,7,Phaphamau,25.4945,81.8686,111,31.35,120,67,4,49,Clear,Wednesday,0,,2.33,61,13,11,26,16
5122,1/4/2023 13:20,2,Katra,25.455,81.8463,98,32.35,120,66,6,48,,Wednesday,0,,1.74,59,7,9,23,13
5754,1/4/2023 23:50,4,Tagore Town,25.4675,81.8867,77,35.16,120,57,5,58,Clear,Wednesday,0,,1.97,40,11,13,13,23
